fight_num,date,location,event,result_1,result_2,weight_class,fighter_1,fighter_2,method,round,time,time format,referee,details,kd_1,kd_2,kd_received_1,kd_received_2,sig_str_landed_1,sig_str_landed_2,sig_str_attempts_1,sig_str_attempts_2,sig_str_received_1,sig_str_received_2,sig_str_avoided_1,sig_str_avoided_2,sig_str_percent_1,sig_str_percent_2,str_landed_1,str_landed_2,str_attempts_1,str_attempts_2,str_received_1,str_received_2,str_avoided_1,str_avoided_2,str_percent_1,str_percent_2,td_landed_1,td_landed_2,td_attempts_1,td_attempts_2,td_received_1,td_received_2,td_avoided_1,td_avoided_2,td_percent_1,td_percent_2,sub_att_1,sub_att_2,rev_1,rev_2,ctrl_1,ctrl_2,sig_reg_mixture_1,sig_reg_percent_1,sig_reg_mixture_2,sig_reg_percent_2
7565,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,W,L,Women's Strawweight Bout,Virna Jandiroba,Loopy Godinez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Eric Colon 28 - 29. Mamunah Querido 28 - 29. Chris Lee 27 - 30.,0.0,0.0,0.0,0.0,30.0,38.0,108.0,95.0,38.0,30.0,57.0,78.0,27%,40%,86.0,50.0,180.0,116.0,50.0,86.0,66.0,94.0,0.4777777777777778,0.4310344827586206,2.0,0.0,9.0,0.0,0.0,2.0,0.0,7.0,22%,---,3.0,0.0,1.0,1.0,6:35,1:52,0.6,0.4027777777777778,0.8189655172413793,0.4170616113744075
7566,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,W,L,Featherweight Bout,Nate Landwehr,Jamall Emmers,KO/TKO,1,4:43,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,1.0,0.0,0.0,1.0,37.0,39.0,76.0,78.0,39.0,37.0,39.0,39.0,48%,50%,37.0,39.0,76.0,78.0,39.0,37.0,39.0,39.0,0.4868421052631579,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:05,0:01,1.0,0.4868421052631579,1.0,0.5
7567,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,W,L,Welterweight Bout,Chidi Njokuani,Rhys McKee,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mamunah Querido 29 - 28. Chris Lee 27 - 30. Sal D'amato 27 - 30.,0.0,0.0,0.0,0.0,64.0,30.0,98.0,93.0,30.0,64.0,63.0,34.0,65%,32%,96.0,40.0,139.0,105.0,40.0,96.0,65.0,43.0,0.6906474820143885,0.3809523809523809,0.0,0.0,2.0,7.0,0.0,0.0,7.0,2.0,0%,0%,0.0,0.0,0.0,0.0,0:53,6:41,0.7050359712230215,0.6751054852320675,0.8857142857142857,0.3535353535353535
7568,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,L,W,Featherweight Bout,Bill Algeo,Kyle Nelson,KO/TKO,1,4:00,3 Rnd (5-5-5),Gary Copeland,Punches to Head At Distance,0.0,0.0,0.0,0.0,30.0,32.0,58.0,59.0,32.0,30.0,27.0,28.0,51%,54%,44.0,40.0,73.0,68.0,40.0,44.0,28.0,29.0,0.6027397260273972,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:00,0:48,0.7945205479452054,0.5648854961832062,0.8676470588235294,0.5669291338582677
7569,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,W,L,Middleweight Bout,Nursulton Ruziboev,Sedriques Dumas,KO/TKO,1,3:18,3 Rnd (5-5-5),Vitor Ribeiro,Punch to Head At Distance,1.0,0.0,0.0,1.0,12.0,1.0,32.0,16.0,1.0,12.0,15.0,20.0,37%,6%,12.0,1.0,32.0,16.0,1.0,12.0,15.0,20.0,0.375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:04,0:00,1.0,0.375,1.0,0.0625
7570,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,W,L,Middleweight Bout,Chris Weidman,Bruno Silva,Decision - Unanimous,3,2:18,3 Rnd (5-5-5),Gary Copeland,Technical Decision - Eye Poke Eric Colon 27 - 30. Sal D'amato 27 - 30. Chris Lee 27 - 30.,1.0,0.0,0.0,1.0,75.0,30.0,111.0,88.0,30.0,75.0,58.0,36.0,67%,34%,88.0,30.0,129.0,88.0,30.0,88.0,58.0,41.0,0.6821705426356589,0.3409090909090909,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,25%,---,0.0,0.0,0.0,0.0,3:15,0:00,0.8604651162790697,0.6791666666666667,1.0,0.3409090909090909
7571,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,L,W,Welterweight Bout,Vicente Luque,Joaquin Buckley,KO/TKO,2,3:17,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Guard,0.0,0.0,0.0,0.0,21.0,55.0,63.0,131.0,55.0,21.0,76.0,42.0,33%,41%,22.0,63.0,65.0,142.0,63.0,22.0,79.0,43.0,0.3384615384615385,0.4436619718309859,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0%,---,0.0,0.0,0.0,0.0,0:09,0:49,0.9692307692307692,0.3359375,0.9225352112676056,0.4322344322344322
7572,"March 30, 2024","Atlantic City, New Jersey, USA",UFC Fight Night: Blanchfield vs. Fiorot,L,W,Women's Flyweight Bout,Erin Blanchfield,Manon Fiorot,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Eric Colon 45 - 50. Sal D'amato 45 - 50. Chris Lee 45 - 50.,0.0,0.0,0.0,0.0,130.0,172.0,386.0,359.0,172.0,130.0,187.0,256.0,33%,47%,135.0,181.0,394.0,369.0,181.0,135.0,188.0,259.0,0.3426395939086294,0.4905149051490515,0.0,1.0,3.0,4.0,1.0,0.0,3.0,3.0,0%,25%,1.0,0.0,0.0,0.0,0:48,0:53,0.9796954314720812,0.3397435897435897,0.97289972899729,0.4848901098901099
7573,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Women's Bantamweight Bout,Melissa Mullins,Nora Cornolle,KO/TKO,2,3:06,3 Rnd (5-5-5),Chris Tognoni,Knee to Body In Clinch,0.0,1.0,1.0,0.0,11.0,36.0,24.0,51.0,36.0,11.0,15.0,13.0,45%,70%,13.0,60.0,28.0,83.0,60.0,13.0,23.0,15.0,0.4642857142857143,0.7228915662650602,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,25%,---,0.0,0.0,0.0,1.0,5:20,0:30,0.8571428571428571,0.4615384615384615,0.6144578313253012,0.7164179104477612
7574,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Middleweight Bout,Dylan Budka,Cesar Almeida,KO/TKO,2,2:13,3 Rnd (5-5-5),Mark Smith,Elbows to Head In Clinch,0.0,0.0,0.0,0.0,1.0,29.0,5.0,38.0,29.0,1.0,9.0,4.0,20%,76%,6.0,87.0,11.0,101.0,87.0,6.0,14.0,5.0,0.5454545454545454,0.8613861386138614,3.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,50%,---,0.0,0.0,0.0,0.0,5:53,0:12,0.4545454545454545,0.4375,0.3762376237623762,0.8345323741007195
7575,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Bantamweight Bout,Dan Argueta,Jean Matsumoto,Submission,2,4:59,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke After Drop to Guard,0.0,0.0,0.0,0.0,14.0,19.0,39.0,35.0,19.0,14.0,16.0,25.0,35%,54%,39.0,29.0,69.0,47.0,29.0,39.0,18.0,30.0,0.5652173913043478,0.6170212765957447,9.0,2.0,19.0,4.0,2.0,9.0,2.0,10.0,47%,50%,0.0,1.0,0.0,0.0,6:01,1:34,0.5652173913043478,0.4907407407407407,0.7446808510638298,0.5853658536585366
7576,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Bantamweight Bout,Pedro Falcao,Victor Hugo,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Leben 27 - 30. Adalaide Byrd 28 - 29. Bryan Miner 28 - 29.,0.0,1.0,1.0,0.0,42.0,68.0,106.0,124.0,68.0,42.0,56.0,64.0,39%,54%,58.0,84.0,128.0,148.0,84.0,58.0,64.0,70.0,0.453125,0.5675675675675675,1.0,0.0,13.0,0.0,0.0,1.0,0.0,12.0,7%,---,0.0,0.0,0.0,0.0,7:10,0:49,0.828125,0.4273504273504273,0.8378378378378378,0.5588235294117647
7577,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,W,L,Women's Bantamweight Bout,Norma Dumont,Germaine de Randamie,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Derek Cleary 28 - 29. Chris Flores 28 - 29.,0.0,0.0,0.0,0.0,11.0,16.0,29.0,33.0,16.0,11.0,17.0,18.0,37%,48%,49.0,91.0,76.0,126.0,91.0,49.0,35.0,27.0,0.6447368421052632,0.7222222222222222,6.0,0.0,8.0,0.0,0.0,6.0,0.0,2.0,75%,---,0.0,0.0,0.0,0.0,10:04,2:21,0.3815789473684211,0.5714285714285714,0.2619047619047619,0.6729559748427673
7578,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Heavyweight Bout,Valter Walker,Lukasz Brzeski,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29. Junichiro Kamijo 28 - 29. Rick Winter 28 - 29.,0.0,0.0,0.0,0.0,33.0,58.0,67.0,102.0,58.0,33.0,44.0,34.0,49%,56%,56.0,135.0,101.0,200.0,135.0,56.0,65.0,45.0,0.5544554455445545,0.675,4.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,80%,---,0.0,0.0,1.0,1.0,7:19,0:43,0.6633663366336634,0.5297619047619048,0.51,0.6390728476821192
7579,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Welterweight Bout,Court McGee,Alex Morono,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Derek Cleary 28 - 29.,0.0,0.0,0.0,0.0,60.0,38.0,160.0,141.0,38.0,60.0,103.0,100.0,37%,26%,78.0,42.0,184.0,149.0,42.0,78.0,107.0,106.0,0.4239130434782608,0.2818791946308724,1.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,16%,---,0.0,1.0,0.0,0.0,3:20,0:00,0.8695652173913043,0.4011627906976744,0.9463087248322148,0.2758620689655172
7580,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Lightweight Bout,Trevor Peek,Charlie Campbell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Flores 27 - 30. Chris Leben 27 - 30. Bryan Miner 27 - 30.,0.0,0.0,0.0,0.0,47.0,54.0,97.0,100.0,54.0,47.0,46.0,50.0,48%,54%,62.0,100.0,118.0,153.0,100.0,62.0,53.0,56.0,0.5254237288135594,0.6535947712418301,2.0,4.0,3.0,10.0,4.0,2.0,6.0,1.0,66%,40%,0.0,0.0,0.0,1.0,3:15,5:41,0.8220338983050848,0.5069767441860465,0.6535947712418301,0.6086956521739131
7581,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,W,L,Lightweight Bout,Ignacio Bahamondes,Christos Giagos,KO/TKO,1,3:34,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance,1.0,0.0,0.0,1.0,40.0,17.0,68.0,45.0,17.0,40.0,28.0,28.0,58%,37%,40.0,18.0,69.0,46.0,18.0,40.0,28.0,29.0,0.5797101449275363,0.391304347826087,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,---,0%,0.0,0.0,0.0,0.0,0:15,0:10,0.9855072463768116,0.583941605839416,0.9782608695652174,0.3846153846153846
7582,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Featherweight Bout,Morgan Charriere,Chepe Mariscal,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Adalaide Byrd 30 - 27. Eric Colon 28 - 29.,0.0,0.0,0.0,0.0,49.0,71.0,104.0,137.0,71.0,49.0,66.0,55.0,47%,51%,75.0,121.0,139.0,199.0,121.0,75.0,78.0,64.0,0.539568345323741,0.6080402010050251,2.0,1.0,5.0,8.0,1.0,2.0,7.0,3.0,40%,12%,1.0,0.0,1.0,1.0,3:42,3:38,0.7482014388489209,0.5102880658436214,0.6884422110552764,0.5714285714285714
7583,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,L,W,Featherweight Bout,Alexander Hernandez,Damon Jackson,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 30 - 27. Junichiro Kamijo 28 - 29. Derek Cleary 28 - 29.,1.0,0.0,0.0,1.0,32.0,42.0,87.0,85.0,42.0,32.0,43.0,55.0,36%,49%,56.0,85.0,119.0,135.0,85.0,56.0,50.0,63.0,0.4705882352941176,0.6296296296296297,0.0,3.0,0.0,7.0,3.0,0.0,4.0,0.0,---,42%,0.0,0.0,0.0,0.0,2:22,6:18,0.7310924369747899,0.4271844660194174,0.6296296296296297,0.5772727272727273
7584,"April 06, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Allen vs. Curtis 2,W,L,Middleweight Bout,Brendan Allen,Chris Curtis,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Derek Cleary 47 - 48. Mike Bell 48 - 47. Eric Colon 46 - 49.,0.0,0.0,0.0,0.0,112.0,124.0,222.0,241.0,124.0,112.0,117.0,110.0,50%,51%,128.0,141.0,242.0,261.0,141.0,128.0,120.0,114.0,0.5289256198347108,0.5402298850574713,6.0,0.0,13.0,0.0,0.0,6.0,0.0,7.0,46%,---,0.0,0.0,0.0,2.0,6:05,1:18,0.9173553719008264,0.5172413793103449,0.9233716475095786,0.5278884462151394
7585,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,Bantamweight Bout,Deiveson Figueiredo,Cody Garbrandt,Submission,2,4:02,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0.0,0.0,0.0,0.0,13.0,16.0,19.0,31.0,16.0,13.0,15.0,6.0,68%,51%,21.0,18.0,27.0,33.0,18.0,21.0,15.0,6.0,0.7777777777777778,0.5454545454545454,1.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,20%,---,2.0,0.0,0.0,0.0,3:43,0:02,0.7037037037037037,0.7391304347826086,0.9393939393939394,0.53125
7586,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,Lightweight Bout,King Green,Jim Miller,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Lee 27 - 29. David Lethaby 25 - 30. Tony Weeks 26 - 29.,1.0,0.0,0.0,1.0,186.0,57.0,319.0,144.0,57.0,186.0,87.0,133.0,58%,39%,187.0,58.0,320.0,145.0,58.0,187.0,87.0,133.0,0.584375,0.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,0.0,0.0,0.0,0.0,0:54,0:01,0.996875,0.5837245696400626,0.993103448275862,0.3979238754325259
7587,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,Women's Strawweight Bout,Jessica Andrade,Marina Rodriguez,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 29 - 28. Adalaide Byrd 28 - 29. David Lethaby 28 - 29.,0.0,0.0,0.0,0.0,89.0,82.0,180.0,228.0,82.0,89.0,146.0,91.0,49%,35%,124.0,94.0,220.0,241.0,94.0,124.0,147.0,96.0,0.5636363636363636,0.3900414937759336,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,0.0,1.0,0.0,0.0,3:53,0:00,0.8181818181818182,0.5325,0.946058091286307,0.3752665245202559
7588,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Lightweight Bout,Jalin Turner,Renato Moicano,KO/TKO,2,4:11,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount,1.0,0.0,0.0,1.0,16.0,36.0,40.0,67.0,36.0,16.0,31.0,24.0,40%,53%,16.0,87.0,40.0,128.0,87.0,16.0,41.0,24.0,0.4,0.6796875,0.0,2.0,0.0,6.0,2.0,0.0,4.0,0.0,---,33%,0.0,0.0,0.0,0.0,0:02,5:50,1.0,0.4,0.5234375,0.6307692307692307
7589,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Featherweight Bout,Sodiq Yusuff,Diego Lopes,KO/TKO,1,1:29,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,0.0,2.0,2.0,0.0,2.0,26.0,5.0,32.0,26.0,2.0,6.0,3.0,40%,81%,2.0,29.0,5.0,35.0,29.0,2.0,6.0,3.0,0.4,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:00,0:34,1.0,0.4,0.9142857142857144,0.8208955223880597
7590,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Women's Bantamweight Bout,Holly Holm,Kayla Harrison,Submission,2,1:47,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,0.0,0.0,0.0,0.0,2.0,51.0,12.0,71.0,51.0,2.0,20.0,10.0,16%,71%,7.0,68.0,17.0,91.0,68.0,7.0,23.0,10.0,0.4117647058823529,0.7472527472527473,0.0,2.0,1.0,5.0,2.0,0.0,3.0,1.0,0%,40%,0.0,1.0,0.0,0.0,0:15,4:51,0.7058823529411765,0.3103448275862069,0.7802197802197802,0.7345679012345679
7591,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Featherweight Bout,Calvin Kattar,Aljamain Sterling,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30. Sal D'amato 27 - 30. Ron McCarthy 27 - 30.,0.0,0.0,0.0,0.0,8.0,39.0,29.0,71.0,39.0,8.0,32.0,21.0,27%,54%,19.0,89.0,40.0,128.0,89.0,19.0,39.0,21.0,0.475,0.6953125,0.0,8.0,0.0,13.0,8.0,0.0,5.0,0.0,---,61%,0.0,0.0,0.0,0.0,0:05,10:43,0.725,0.391304347826087,0.5546875,0.6432160804020101
7592,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,Light Heavyweight Bout,Jiri Prochazka,Aleksandar Rakic,KO/TKO,2,3:17,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0.0,0.0,0.0,0.0,69.0,58.0,118.0,109.0,58.0,69.0,51.0,49.0,58%,53%,69.0,58.0,118.0,109.0,58.0,69.0,51.0,49.0,0.5847457627118644,0.5321100917431193,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,0.0,0.0,0.0,0.0,0:38,0:00,1.0,0.5847457627118644,1.0,0.5321100917431193
7593,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,Middleweight Bout,Bo Nickal,Cody Brundage,Submission,2,3:38,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0.0,0.0,0.0,0.0,8.0,4.0,13.0,12.0,4.0,8.0,8.0,5.0,61%,33%,45.0,33.0,59.0,41.0,33.0,45.0,8.0,14.0,0.7627118644067796,0.8048780487804879,3.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,50%,---,2.0,0.0,0.0,0.0,7:25,0:03,0.2203389830508474,0.7361111111111112,0.2926829268292683,0.6981132075471698
7594,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Lightweight Bout,Charles Oliveira,Arman Tsarukyan,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 29 - 28. Adalaide Byrd 28 - 29. Ron McCarthy 28 - 29.,0.0,0.0,0.0,0.0,19.0,49.0,37.0,83.0,49.0,19.0,34.0,18.0,51%,59%,33.0,75.0,53.0,117.0,75.0,33.0,42.0,20.0,0.6226415094339622,0.6410256410256411,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,---,50%,4.0,0.0,1.0,1.0,2:32,8:41,0.6981132075471698,0.5777777777777777,0.7094017094017094,0.62
7595,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,L,W,Lightweight Bout,Justin Gaethje,Max Holloway,KO/TKO,5,4:59,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,0.0,1.0,1.0,0.0,103.0,181.0,199.0,309.0,181.0,103.0,128.0,96.0,51%,58%,103.0,181.0,199.0,309.0,181.0,103.0,128.0,96.0,0.5175879396984925,0.5857605177993528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:00,0:00,1.0,0.5175879396984925,1.0,0.5857605177993528
7596,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,UFC Women's Strawweight Title Bout,Zhang Weili,Yan Xiaonan,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 49. Ben Cartlidge 45 - 49. Chris Lee 45 - 49.,0.0,1.0,1.0,0.0,106.0,43.0,157.0,85.0,43.0,106.0,42.0,51.0,67%,50%,256.0,73.0,327.0,116.0,73.0,256.0,43.0,71.0,0.7828746177370031,0.6293103448275862,6.0,3.0,9.0,3.0,3.0,6.0,0.0,3.0,66%,100%,2.0,0.0,0.0,1.0,12:44,2:20,0.4801223241590214,0.7479338842975206,0.7327586206896551,0.5771144278606966
7597,"April 13, 2024","Las Vegas, Nevada, USA",UFC 300: Pereira vs. Hill,W,L,UFC Light Heavyweight Title Bout,Alex Pereira,Jamahal Hill,KO/TKO,1,3:14,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance,1.0,0.0,0.0,1.0,24.0,12.0,30.0,22.0,12.0,24.0,10.0,6.0,80%,54%,24.0,12.0,30.0,22.0,12.0,24.0,10.0,6.0,0.8,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:07,0:00,1.0,0.8,1.0,0.5454545454545454
7598,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,L,W,Lightweight Bout,Gabriel Benitez,Maheshate,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Bryan Miner 28 - 29. Eric Colon 29 - 28. Tony Weeks 28 - 29.,0.0,0.0,0.0,0.0,121.0,97.0,295.0,312.0,97.0,121.0,215.0,174.0,41%,31%,121.0,97.0,296.0,312.0,97.0,121.0,215.0,175.0,0.4087837837837837,0.3108974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:00,0:03,0.9966216216216216,0.4094754653130287,1.0,0.3108974358974359
7599,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,W,L,Women's Flyweight Bout,Ivana Petrovic,Liang Na,Submission,3,1:29,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Mount,0.0,0.0,0.0,0.0,36.0,24.0,73.0,52.0,24.0,36.0,28.0,37.0,49%,46%,101.0,49.0,150.0,89.0,49.0,101.0,40.0,49.0,0.6733333333333333,0.550561797752809,3.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,75%,50%,1.0,0.0,1.0,1.0,5:37,2:51,0.4866666666666667,0.6143497757847534,0.5842696629213483,0.5177304964539007
7600,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,L,W,Lightweight Bout,James Llontop,Chris Padilla,Submission,1,4:33,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.0,0.0,0.0,0.0,19.0,12.0,40.0,26.0,12.0,19.0,14.0,21.0,47%,46%,19.0,14.0,40.0,29.0,14.0,19.0,15.0,21.0,0.475,0.4827586206896552,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,---,100%,0.0,1.0,0.0,0.0,0:00,1:20,1.0,0.475,0.896551724137931,0.4727272727272727
7601,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,L,W,Women's Strawweight Bout,Marnic Mann,Ketlen Souza,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Sal D'amato 27 - 30. Chris Lee 27 - 30.,0.0,0.0,0.0,0.0,31.0,80.0,77.0,116.0,80.0,31.0,36.0,46.0,40%,68%,111.0,93.0,159.0,132.0,93.0,111.0,39.0,48.0,0.6981132075471698,0.7045454545454546,2.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,40%,50%,1.0,0.0,1.0,1.0,2:54,3:11,0.4842767295597484,0.6016949152542372,0.8787878787878788,0.6975806451612904
7602,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,W,L,Heavyweight Bout,Don'Tale Mayes,Caio Machado,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.,1.0,0.0,0.0,1.0,67.0,76.0,183.0,159.0,76.0,67.0,83.0,116.0,36%,47%,73.0,77.0,190.0,160.0,77.0,73.0,83.0,117.0,0.3842105263157894,0.48125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:36,0:00,0.963157894736842,0.3753351206434316,0.99375,0.4796238244514106
7603,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,W,L,Lightweight Bout,Austin Hubbard,Michal Figlak,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Eric Colon 28 - 29. Bryan Miner 28 - 29.,0.0,0.0,0.0,0.0,88.0,92.0,206.0,210.0,92.0,88.0,118.0,118.0,42%,43%,99.0,100.0,220.0,218.0,100.0,99.0,118.0,121.0,0.45,0.4587155963302752,3.0,0.0,7.0,3.0,0.0,3.0,3.0,4.0,42%,0%,0.0,0.0,0.0,0.0,0:48,1:37,0.9363636363636364,0.4389671361502347,0.963302752293578,0.4485981308411215
7604,"April 27, 2024","Las Vegas, Nevada, USA",UFC Fight Night: Nicolau vs. Perez,L,W,Bantamweight Bout,Rani Yahya,Victor Henry,KO/TKO,3,2:36,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,0.0,2.0,2.0,0.0,54.0,109.0,109.0,205.0,109.0,54.0,96.0,55.0,49%,53%,56.0,150.0,111.0,260.0,150.0,56.0,110.0,55.0,0.5045045045045045,0.5769230769230769,0.0,0.0,10.0,2.0,0.0,0.0,2.0,10.0,0%,0%,0.0,0.0,0.0,0.0,0:48,3:09,0.981981981981982,0.5,0.7884615384615384,0.556989247311828
